country,region,population,article_title,revision_id,article_quality
Algeria,NORTHERN AFRICA,468000.0,Yassine Merabi,1214841607,Stub
Algeria,NORTHERN AFRICA,468000.0,Brahim Merad,1244511083,Start
Algeria,NORTHERN AFRICA,468000.0,Bachir Messaitfa,1186318318,Stub
Algeria,NORTHERN AFRICA,468000.0,Azzedine Mihoubi,1233387309,Start
Algeria,NORTHERN AFRICA,468000.0,Mohamed Ali Boughazi,1213870570,Start
Algeria,NORTHERN AFRICA,468000.0,Amar Mohammedi,1226279231,Start
Algeria,NORTHERN AFRICA,468000.0,Samia Moualfi,1212181372,Stub
Algeria,NORTHERN AFRICA,468000.0,Soraya Mouloudji,1226335614,Stub
Algeria,NORTHERN AFRICA,468000.0,Yacine Oualid,1214837789,Stub
Algeria,NORTHERN AFRICA,468000.0,Cherif Rahmani,1053461144,Stub
Algeria,NORTHERN AFRICA,468000.0,Lakhdar Rakhroukh,1186317568,Stub
Algeria,NORTHERN AFRICA,468000.0,Laid Rebiga,1248662394,Stub
Algeria,NORTHERN AFRICA,468000.0,Kamel Rezig,1215901775,Stub
Algeria,NORTHERN AFRICA,468000.0,Salim Saadi,1229426851,Stub
Algeria,NORTHERN AFRICA,468000.0,Abdelhak Saihi,1218004839,Stub
Algeria,NORTHERN AFRICA,468000.0,Hichem Sofiane Salaouatchi,1212186286,Stub
Algeria,NORTHERN AFRICA,468000.0,Naima Salhi,1213404244,Stub
Algeria,NORTHERN AFRICA,468000.0,Abderezak Sebgag,1212579707,Stub
Algeria,NORTHERN AFRICA,468000.0,Abderrachid Tabbi,1218530483,Stub
Algeria,NORTHERN AFRICA,468000.0,Karim Bibi Triki,1213794210,Start
Algeria,NORTHERN AFRICA,468000.0,Layachi Yaker,1226060720,Start
Algeria,NORTHERN AFRICA,468000.0,Ahmed Zeghdar,1213778323,Stub
Egypt,NORTHERN AFRICA,1052000.0,Ahmad Pasha al-Munkali,1216528648,Start
Egypt,NORTHERN AFRICA,1052000.0,Ahmed Issa (Egyptian politician),1212669631,Start
Egypt,NORTHERN AFRICA,1052000.0,Hamdi al-Sayyid,1214462628,Stub
Egypt,NORTHERN AFRICA,1052000.0,Mohsen Badawi,1226333719,Start
Egypt,NORTHERN AFRICA,1052000.0,Abdelfattah al-Banna,1221423218,Stub
Egypt,NORTHERN AFRICA,1052000.0,Joseph Cattaui,1250093996,C
Egypt,NORTHERN AFRICA,1052000.0,Khaled Dawoud,1238466466,Start
Egypt,NORTHERN AFRICA,1052000.0,Nabil Dibis,1169476396,Stub
Egypt,NORTHERN AFRICA,1052000.0,Ahmed Emad El-Din Radi,1190632866,Stub
Egypt,NORTHERN AFRICA,1052000.0,Sameh Seif El-Yazal,1179919329,Start
Egypt,NORTHERN AFRICA,1052000.0,Ibrahim El-Gohary,1221932048,Start
Egypt,NORTHERN AFRICA,1052000.0,Mamdouh Habib,1245969900,B
Egypt,NORTHERN AFRICA,1052000.0,Rafik Habib,1112390859,Start
Egypt,NORTHERN AFRICA,1052000.0,Hisham Amna,1161616362,Stub
Egypt,NORTHERN AFRICA,1052000.0,Mohamed Ismail,1214429734,Stub
Egypt,NORTHERN AFRICA,1052000.0,Khaled Aly el-Bakly,1221811539,Stub
Egypt,NORTHERN AFRICA,1052000.0,Mostafa Madbouly,1248662813,GA
Egypt,NORTHERN AFRICA,1052000.0,Mahmoud Ahmad Ibiary,1183781331,Start
Egypt,NORTHERN AFRICA,1052000.0,Mahmoud Esmat,1164899761,Stub
Egypt,NORTHERN AFRICA,1052000.0,Mona Makram-Ebeid,1184351418,Start
Egypt,NORTHERN AFRICA,1052000.0,Gawdat al-Malt,1197821084,Start
Egypt,NORTHERN AFRICA,1052000.0,Ahmad Mazlum,1204273685,Start
Egypt,NORTHERN AFRICA,1052000.0,George Messiha,1065964569,Stub
Egypt,NORTHERN AFRICA,1052000.0,Mohamed Maait,1232708705,Start
Egypt,NORTHERN AFRICA,1052000.0,Mostafa Alnagar,1232632742,C
Egypt,NORTHERN AFRICA,1052000.0,Omar Marwan,1232585318,Start
Egypt,NORTHERN AFRICA,1052000.0,Qatawi family,1231696068,C
Egypt,NORTHERN AFRICA,1052000.0,Diaa Rashwan,1236697683,Start
Egypt,NORTHERN AFRICA,1052000.0,Talaat Sadat,1203826601,Start
Egypt,NORTHERN AFRICA,1052000.0,Soares family,1249966412,C
Egypt,NORTHERN AFRICA,1052000.0,Soha Gendi,1221811571,Stub
Egypt,NORTHERN AFRICA,1052000.0,Youssef Zulficar Pasha,1241283836,C
Libya,NORTHERN AFRICA,69000.0,Ahmed Rafiq Almhadoui,1236481840,Start
Libya,NORTHERN AFRICA,69000.0,Mohamed Abulasʽad El-ʽAlem,978820765,Stub
Libya,NORTHERN AFRICA,69000.0,Abd-Rabbo al-Barassi,1245381256,Stub
Libya,NORTHERN AFRICA,69000.0,Fathi Bashagha,1245556589,C
Libya,NORTHERN AFRICA,69000.0,Mohamed Ben Ghalbon,1243025312,C
Libya,NORTHERN AFRICA,69000.0,Ahmad Bishti,1243766987,Stub
Libya,NORTHERN AFRICA,69000.0,Abdul Hamid Dbeibeh,1250912864,C
Libya,NORTHERN AFRICA,69000.0,Ehtuish Ehtuish,1188088601,Start
Libya,NORTHERN AFRICA,69000.0,Mohamed Eshtewi,1220293334,C
Libya,NORTHERN AFRICA,69000.0,Ahmed Gaddaf al-Dam,1241321839,C
Libya,NORTHERN AFRICA,69000.0,Hisham Ben Ghalbon,1246847069,C
Libya,NORTHERN AFRICA,69000.0,Khalifa Haftar,1250643095,FA
Libya,NORTHERN AFRICA,69000.0,El Waer Hakim,1179350295,Start
Libya,NORTHERN AFRICA,69000.0,Ibrahim Jadhran,1133325184,Start
Libya,NORTHERN AFRICA,69000.0,Al-Aref al-Khoga,1115564594,Stub
Libya,NORTHERN AFRICA,69000.0,Musa Al-Koni,1248662396,Start
Libya,NORTHERN AFRICA,69000.0,Abdullah al-Lafi,1183544804,Stub
Libya,NORTHERN AFRICA,69000.0,Mohamed al-Menfi,1249120511,C
Libya,NORTHERN AFRICA,69000.0,Abd al-Mawla Naqi,1193082133,Stub
Libya,NORTHERN AFRICA,69000.0,Abdullah Naker,1245381314,Start
Libya,NORTHERN AFRICA,69000.0,Aref Ali Nayed,1224040655,C
Libya,NORTHERN AFRICA,69000.0,Nuri al-Mismari,1240035909,GA
Libya,NORTHERN AFRICA,69000.0,Abdel Wahab Qaid,1243356338,Start
Libya,NORTHERN AFRICA,69000.0,Tayeb El-Safi,1224040700,Start
Libya,NORTHERN AFRICA,69000.0,Ali Sahli,1198759606,Start
Libya,NORTHERN AFRICA,69000.0,Bashir Saadawi,1154763590,Stub
Libya,NORTHERN AFRICA,69000.0,Fayez al-Sarraj,1239666220,GA
Libya,NORTHERN AFRICA,69000.0,Mohammed El Senussi,1244143550,C
Libya,NORTHERN AFRICA,69000.0,Abdulrahman Sewehli,1041934642,Stub
Libya,NORTHERN AFRICA,69000.0,Ashour Suleiman Shuwail,1213474159,Start
Libya,NORTHERN AFRICA,69000.0,Mohamed Taha Siala,1040410236,Start
Morocco,NORTHERN AFRICA,370000.0,Abu Bakr Ibn Abi Zaid as-Slawi,1245183760,Stub
Morocco,NORTHERN AFRICA,370000.0,Mohamed Ali El Admi,1055102528,Stub
Morocco,NORTHERN AFRICA,370000.0,Mahjoubi Aherdane,1244052254,Start
Morocco,NORTHERN AFRICA,370000.0,Ba Ahmed,1082884635,Start
Morocco,NORTHERN AFRICA,370000.0,Moulay Ahmed Alaoui,1246012243,Start
Morocco,NORTHERN AFRICA,370000.0,Abderrahmane Amalou,1249089950,Stub
Morocco,NORTHERN AFRICA,370000.0,Saaïd Amzazi,1249054415,Stub
Morocco,NORTHERN AFRICA,370000.0,Abdessamad Archane,1245185308,Stub
Morocco,NORTHERN AFRICA,370000.0,Mustapha Bakkoury,1155781381,C
Morocco,NORTHERN AFRICA,370000.0,Ahmed Balafrej,1244050839,C
Morocco,NORTHERN AFRICA,370000.0,Abdelouahed Belkeziz,1244051993,Start
Morocco,NORTHERN AFRICA,370000.0,Moncef Belkhayat,1244680788,Start
Morocco,NORTHERN AFRICA,370000.0,Mehdi Ben Barka,1250624406,C
Morocco,NORTHERN AFRICA,370000.0,Mohamed Benchaaboun,1245188693,C
Morocco,NORTHERN AFRICA,370000.0,Hakim Benchamach,1244051294,Stub
Morocco,NORTHERN AFRICA,370000.0,Ahmed Benjelloun,1245188391,Stub
Morocco,NORTHERN AFRICA,370000.0,Omar Benjelloun,1245187417,Start
Morocco,NORTHERN AFRICA,370000.0,Fadel Benyaich,1245186940,Start
Morocco,NORTHERN AFRICA,370000.0,Driss Benzekri (activist),1244051602,Start
Morocco,NORTHERN AFRICA,370000.0,Abderrahim Bouabid,1246010673,Start
Morocco,NORTHERN AFRICA,370000.0,M'hamed Boucetta,1243831971,Stub
Morocco,NORTHERN AFRICA,370000.0,Nasser Bourita,1243832858,C
Morocco,NORTHERN AFRICA,370000.0,Abdelghani Bousta,1243833677,B
Morocco,NORTHERN AFRICA,370000.0,Abdelhadi Boutaleb,1245185566,Stub
Morocco,NORTHERN AFRICA,370000.0,Brahim Boutaleb,1243832092,Start
Morocco,NORTHERN AFRICA,370000.0,Miloud Chaabi,1246871230,C
Morocco,NORTHERN AFRICA,370000.0,Mohamed Haddou Chiguer,1243832439,Stub
Morocco,NORTHERN AFRICA,370000.0,Rochdi Chraibi,1245329843,Stub
Morocco,NORTHERN AFRICA,370000.0,Mohammed al-Hajj ibn Mohammed al-Dila'i,1250398472,Start
Morocco,NORTHERN AFRICA,370000.0,Anas Doukkali,1245329508,Stub
Morocco,NORTHERN AFRICA,370000.0,Khalihenna Ould Errachid,1215616785,GA
Morocco,NORTHERN AFRICA,370000.0,Mohamed El Fassi,1190167672,Start
Morocco,NORTHERN AFRICA,370000.0,Ahmed al-Hiba,1241880564,Start
Morocco,NORTHERN AFRICA,370000.0,Ahmed ibn Abi Mahalli,1224487470,GA
Morocco,NORTHERN AFRICA,370000.0,Abdellatif Jouahri,1246185063,Start
Morocco,NORTHERN AFRICA,370000.0,Mohammed Kabbaj,1246358836,Stub
Morocco,NORTHERN AFRICA,370000.0,Abdelhafid Kadiri,1243832532,Stub
Morocco,NORTHERN AFRICA,370000.0,Abdellah Kadiri,1246403569,Start
Morocco,NORTHERN AFRICA,370000.0,Muhammad al-Kattani,1246285307,GA
Morocco,NORTHERN AFRICA,370000.0,Khanatha bint Bakkar,1249128711,C
Morocco,NORTHERN AFRICA,370000.0,Mohand Laenser,1244052275,Stub
Morocco,NORTHERN AFRICA,370000.0,Mohammed Karim Lamrani,1243832238,C
Morocco,NORTHERN AFRICA,370000.0,Azzeddine Laraki,1246571939,C
Morocco,NORTHERN AFRICA,370000.0,Mohammed VI of Morocco,1250885775,B
Morocco,NORTHERN AFRICA,370000.0,Abdelkrim Motii,1245329075,Stub
Morocco,NORTHERN AFRICA,370000.0,Khalid Naciri,1244051184,Stub
Morocco,NORTHERN AFRICA,370000.0,Mohammed al-Makki al-Nasiri,1245184093,Stub
Morocco,NORTHERN AFRICA,370000.0,Zoulikha Nasri,1245185105,Start
Morocco,NORTHERN AFRICA,370000.0,Abdelaziz El Omari,1168135452,Start
Morocco,NORTHERN AFRICA,370000.0,Ilyas El Omari,1244051318,Stub
Morocco,NORTHERN AFRICA,370000.0,Abdellatif Ouahbi,1244051321,Start
Morocco,NORTHERN AFRICA,370000.0,Chafik Rachadi,1243833613,C
Morocco,NORTHERN AFRICA,370000.0,Abdelwahed Radi,1244843050,Stub
Morocco,NORTHERN AFRICA,370000.0,Mohammed Sajid (politician),1245188824,Stub
Morocco,NORTHERN AFRICA,370000.0,Sidi al-Ayachi,1245187768,Start
Morocco,NORTHERN AFRICA,370000.0,Sidi Hamdi Ould Errachid,1244051074,Start
Morocco,NORTHERN AFRICA,370000.0,Fathallah Sijilmassi,1245187124,Start
Morocco,NORTHERN AFRICA,370000.0,Mohammed Allal Sinaceur,1243832655,Start
Morocco,NORTHERN AFRICA,370000.0,Mohamed Hassan Ouazzani,1245328779,Start
Morocco,NORTHERN AFRICA,370000.0,Nasser Zefzafi,1249091080,C
Morocco,NORTHERN AFRICA,370000.0,Abdellatif Zeroual,1244051612,Stub
Morocco,NORTHERN AFRICA,370000.0,Mohammed Ziane,1245328571,C
Morocco,NORTHERN AFRICA,370000.0,Yassir Znagui,1244051523,Stub
Morocco,NORTHERN AFRICA,370000.0,Brahim Zniber,1250235910,C
Sudan,NORTHERN AFRICA,481000.0,Adil Abdel Aati,1234479270,C
Sudan,NORTHERN AFRICA,481000.0,Abdel Fattah al-Maghrabi,1215349032,Start
Sudan,NORTHERN AFRICA,481000.0,Abdel Halim Mohamed,1249045451,GA
Sudan,NORTHERN AFRICA,481000.0,Ahmad Muhammad Salih,1250277094,C
Sudan,NORTHERN AFRICA,481000.0,Ahmed Mohammed Yassin,1215886938,C
Sudan,NORTHERN AFRICA,481000.0,Ali wad Hilu,1174316394,Stub
Sudan,NORTHERN AFRICA,481000.0,Mirghani Alnasri,1232037123,Start
Sudan,NORTHERN AFRICA,481000.0,Samuel Aru Bol,1240695162,Start
Sudan,NORTHERN AFRICA,481000.0,Tahani Abdalla Attia Gasmalla,1231858620,Stub
Sudan,NORTHERN AFRICA,481000.0,Ibrahim Balandiya,1249045163,Stub
Sudan,NORTHERN AFRICA,481000.0,Daud Bolad,1159405029,C
Sudan,NORTHERN AFRICA,481000.0,Bona Malwal,1235651454,GA
Sudan,NORTHERN AFRICA,481000.0,Dardiri Mohammed Osman,1250649898,C
Sudan,NORTHERN AFRICA,481000.0,Ahmed Diraige,1184800375,B
Sudan,NORTHERN AFRICA,481000.0,El-Shafie Ahmed el-Sheikh,1234479341,C
Sudan,NORTHERN AFRICA,481000.0,Bishop Philip Abbas Ghaboush,1185627983,Stub
Sudan,NORTHERN AFRICA,481000.0,Zakaria Chol Gideon Gakmar,1142883735,Stub
Sudan,NORTHERN AFRICA,481000.0,Shartai Jaafar Abdel Hakam,1131930191,Stub
Sudan,NORTHERN AFRICA,481000.0,Ja'afar Abdul El Hakh,1230682917,Stub
Sudan,NORTHERN AFRICA,481000.0,Khader Hamad,1220926150,Stub
Sudan,NORTHERN AFRICA,481000.0,Khalil Ibrahim,1219271670,C
Sudan,NORTHERN AFRICA,481000.0,Jarvis Yak,1212603232,Start
Sudan,NORTHERN AFRICA,481000.0,Osman Kebir,1249045186,Stub
Sudan,NORTHERN AFRICA,481000.0,George Kongor Arop,1249045192,Stub
Sudan,NORTHERN AFRICA,481000.0,Luigi Adwok,1171543658,GA
Sudan,NORTHERN AFRICA,481000.0,Saeed Madibo,1235398863,Stub
Sudan,NORTHERN AFRICA,481000.0,Amin Mekki Medani,1245331928,C
Sudan,NORTHERN AFRICA,481000.0,Jimmy Lemi Milla,1249045200,Start
Sudan,NORTHERN AFRICA,481000.0,Mohamed al-Baghir Ahmed,1242385930,C
Sudan,NORTHERN AFRICA,481000.0,Mohamed El-Amin Ahmed El-Tom,1242269376,B
Sudan,NORTHERN AFRICA,481000.0,Mubarak Shaddad,1250587596,C
Sudan,NORTHERN AFRICA,481000.0,Muhammad al-Mahdi al-Majdhub,1250822085,GA
Sudan,NORTHERN AFRICA,481000.0,Muhammad Sa'id al-Qaddal,1163542334,C
Sudan,NORTHERN AFRICA,481000.0,Muhammad Sharif (Kalifa),1174958200,Start
Sudan,NORTHERN AFRICA,481000.0,Abdallahi ibn Muhammad,1193384074,GA
Sudan,NORTHERN AFRICA,481000.0,Abdul-Hamid Musa Kasha,1249045206,Stub
Sudan,NORTHERN AFRICA,481000.0,Muhammad Nadi Pasha,1249283227,Start
Sudan,NORTHERN AFRICA,481000.0,Theophilus Ochang,1136437490,Start
Sudan,NORTHERN AFRICA,481000.0,Salih Mahmoud Osman,1182025504,Start
Sudan,NORTHERN AFRICA,481000.0,Omer al-Qarray,1170837054,C
Sudan,NORTHERN AFRICA,481000.0,Santino Deng Teng,1175191970,Start
Sudan,NORTHERN AFRICA,481000.0,Simon Makwac Mayen,1142717629,Stub
Sudan,NORTHERN AFRICA,481000.0,Siricio Iro Wani,1215348942,C
Sudan,NORTHERN AFRICA,481000.0,Eliaba James Surur,1158776779,Start
Sudan,NORTHERN AFRICA,481000.0,Al-Haj Adam Youssef,1249045222,Stub
Sudan,NORTHERN AFRICA,481000.0,Yusuf al-Ajab,1082923942,Start
Tunisia,NORTHERN AFRICA,119000.0,Habib Achour,1029574553,Stub
Tunisia,NORTHERN AFRICA,119000.0,Mekki Aloui,1041433441,Stub
Tunisia,NORTHERN AFRICA,119000.0,Ferjani Bel Haj Ammar,1227259078,Stub
Tunisia,NORTHERN AFRICA,119000.0,Chedly Ayari,1246267692,C
Tunisia,NORTHERN AFRICA,119000.0,Mahmoud Ben Ayed,1121659355,C
Tunisia,NORTHERN AFRICA,119000.0,Mounir Baatour,1247446269,Start
Tunisia,NORTHERN AFRICA,119000.0,Selma Baccar,1229550928,C
Tunisia,NORTHERN AFRICA,119000.0,Yadh Ben Achour,1206421193,C
Tunisia,NORTHERN AFRICA,119000.0,Nizar Ben Néji,1250502457,GA
Tunisia,NORTHERN AFRICA,119000.0,Ahmed Ben Salah,1251038832,C
Tunisia,NORTHERN AFRICA,119000.0,Leila Ben-Gacem,1246280549,C
Tunisia,NORTHERN AFRICA,119000.0,Mohamed Nejib Berriche,1157691325,Stub
Tunisia,NORTHERN AFRICA,119000.0,Khemais Chammari,1245069775,Start
Tunisia,NORTHERN AFRICA,119000.0,Ghazi Chaouachi,1213401513,Stub
Tunisia,NORTHERN AFRICA,119000.0,Ali Chaouch,1101144527,Start
Tunisia,NORTHERN AFRICA,119000.0,Mohamed Charfi,1173466957,Start
Tunisia,NORTHERN AFRICA,119000.0,Mohamed Messaoud Chebbi,1250364062,Stub
Tunisia,NORTHERN AFRICA,119000.0,Ahmad ibn Abi Diyaf,1192641571,B
Tunisia,NORTHERN AFRICA,119000.0,Mahmoud Djellouli,1231151585,Start
Tunisia,NORTHERN AFRICA,119000.0,Kamel Feki,1225752455,Start
Tunisia,NORTHERN AFRICA,119000.0,Mohamed Salah Fliss,1227258994,C
Tunisia,NORTHERN AFRICA,119000.0,Mohamed Ghannouchi,1245419804,C
Tunisia,NORTHERN AFRICA,119000.0,Rached Ghannouchi,1234345585,GA
Tunisia,NORTHERN AFRICA,119000.0,Sadok Ghileb,1188912669,Stub
Tunisia,NORTHERN AFRICA,119000.0,Nebiha Gueddana,1241733211,C
Tunisia,NORTHERN AFRICA,119000.0,Mezri Haddad,1245069779,C
Tunisia,NORTHERN AFRICA,119000.0,Radhia Haddad,1216518217,Start
Tunisia,NORTHERN AFRICA,119000.0,Ali Bach Hamba,1058096753,Start
Tunisia,NORTHERN AFRICA,119000.0,Olfa Hamdi,1250280459,C
Tunisia,NORTHERN AFRICA,119000.0,Mohamed Hechmi Hamdi,1245975915,Start
Tunisia,NORTHERN AFRICA,119000.0,Kamel Idir,1241821686,Start
Tunisia,NORTHERN AFRICA,119000.0,Chaima Issa,1247869012,Start
Tunisia,NORTHERN AFRICA,119000.0,Kamel Jendoubi,1246278868,C
Tunisia,NORTHERN AFRICA,119000.0,Faten Kallel,1149042387,Start
Tunisia,NORTHERN AFRICA,119000.0,Ibrahim Kassas,1006730604,Stub
Tunisia,NORTHERN AFRICA,119000.0,Othman Kechrid,1098427519,Start
Tunisia,NORTHERN AFRICA,119000.0,Omezzine Khelifa,1214165443,Start
Tunisia,NORTHERN AFRICA,119000.0,Khemaïs Ksila,1221638129,Start
Tunisia,NORTHERN AFRICA,119000.0,Slaheddine Maaoui,1166428712,Start
Tunisia,NORTHERN AFRICA,119000.0,Selma Hédia Mabrouk,1246290691,GA
Tunisia,NORTHERN AFRICA,119000.0,Zouhair Maghzaoui,1250280157,Start
Tunisia,NORTHERN AFRICA,119000.0,Seifeddine Makhlouf,1238913743,Stub
Tunisia,NORTHERN AFRICA,119000.0,Mohamed Masmoudi,1227259218,Stub
Tunisia,NORTHERN AFRICA,119000.0,Mustapha Masmoudi,1156977351,Stub
Tunisia,NORTHERN AFRICA,119000.0,Tarak Mekki,1061580986,Start
Tunisia,NORTHERN AFRICA,119000.0,Ahmed Mestiri,1246087732,C
Tunisia,NORTHERN AFRICA,119000.0,Naceur Ben Jaâfar,994431648,C
Tunisia,NORTHERN AFRICA,119000.0,Mahmud Qabadu,1174232532,B
Tunisia,NORTHERN AFRICA,119000.0,Giuseppe Raffo,1246019865,C
Tunisia,NORTHERN AFRICA,119000.0,Mustapha Saheb Ettabaa,1227721793,Start
Tunisia,NORTHERN AFRICA,119000.0,Salah Farhat,1177418574,C
Tunisia,NORTHERN AFRICA,119000.0,Saïda Sassi,1126876949,Start
Tunisia,NORTHERN AFRICA,119000.0,Béchir Sfar,1223510711,GA
Tunisia,NORTHERN AFRICA,119000.0,Tahar Sfar,1130378402,C
Tunisia,NORTHERN AFRICA,119000.0,Ahmed Tlili,1100681508,C
Tunisia,NORTHERN AFRICA,119000.0,Imed Trabelsi,1249332314,C
Tunisia,NORTHERN AFRICA,119000.0,Mohamed Larbi Zarrouk,1129748425,Start
Tunisia,NORTHERN AFRICA,119000.0,Ali Zouaoui,1061578606,Stub
Benin,WESTERN AFRICA,137000.0,Arnauld Antoine Akodjènou,1170437413,C
Benin,WESTERN AFRICA,137000.0,Jules-Armand Aniambossou,1248386169,Start
Benin,WESTERN AFRICA,137000.0,Francis Covi,1197447438,Stub
Benin,WESTERN AFRICA,137000.0,Sefou Fagbohoun,1244960174,Stub
Benin,WESTERN AFRICA,137000.0,Louis Hunkanrin,1212917164,C
Benin,WESTERN AFRICA,137000.0,Louis Ignacio-Pinto,1192236303,Stub
Benin,WESTERN AFRICA,137000.0,Arouna Mama,1162194883,Start
Burkina Faso,WESTERN AFRICA,229000.0,Boureima Badini,1188858837,Start
Burkina Faso,WESTERN AFRICA,229000.0,Blaise Bassoleth,1194947033,Stub
Burkina Faso,WESTERN AFRICA,229000.0,Nazi Boni,1165935460,Start
Burkina Faso,WESTERN AFRICA,229000.0,Eric Bougouma,1224650590,Start
Burkina Faso,WESTERN AFRICA,229000.0,François Compaoré,1231273948,Start
Burkina Faso,WESTERN AFRICA,229000.0,Daniel Ouezzin Coulibaly,1240877830,Stub
Burkina Faso,WESTERN AFRICA,229000.0,Toubé Clément Dakio,1139020686,Stub
Burkina Faso,WESTERN AFRICA,229000.0,Frédéric Guirma,1196782670,Stub
Burkina Faso,WESTERN AFRICA,229000.0,Emile Ilboudo,1188858797,Stub
Burkina Faso,WESTERN AFRICA,229000.0,Zinda Kaboré,1240877157,Stub
Burkina Faso,WESTERN AFRICA,229000.0,Christophe Kalenzaga,1188339738,Start
Burkina Faso,WESTERN AFRICA,229000.0,Joséphine Drabo Kanyoulou,1188917017,Stub
Burkina Faso,WESTERN AFRICA,229000.0,Joséphine Ki-Zerbo,1108677667,Stub
Burkina Faso,WESTERN AFRICA,229000.0,Begnon-Damien Koné,1177650476,Stub
Burkina Faso,WESTERN AFRICA,229000.0,Yabre Juliette Kongo,1219061952,Start
Burkina Faso,WESTERN AFRICA,229000.0,Kouamé Lougué,1188339825,Stub
Burkina Faso,WESTERN AFRICA,229000.0,Jean-Baptiste Natama,1115090605,Stub
Burkina Faso,WESTERN AFRICA,229000.0,Jean-Baptiste Ouédraogo,1241452397,FA
Burkina Faso,WESTERN AFRICA,229000.0,Mamadou Ouédraogo,1186807529,Stub
Burkina Faso,WESTERN AFRICA,229000.0,Ousmane Bougouma,1220964955,Start
Burkina Faso,WESTERN AFRICA,229000.0,Pargui Emile Paré,1227770299,Stub
